日期,代码,名称,类型,conf,5根,10根,20根,40根,净收益(扣成本),止损后净收益
2025-03-04,510300,沪深300ETF华泰柏瑞,LPS,56,1.46%,3.17%,0.13%,-2.79%,-0.67%,-0.67%
2025-03-05,300009,安科生物,LPS,43,1.17%,4.44%,1.40%,-3.39%,0.60%,0.60%
2025-03-06,000538,云南白药,Spring,54,-0.80%,-0.40%,3.04%,5.81%,2.24%,2.24%
2025-03-11,600436,片仔癀,ST,77,1.74%,1.30%,1.15%,1.72%,0.35%,0.35%
2025-03-11,600030,中信证券,Spring,69,2.38%,-1.03%,-8.83%,-3.66%,-9.63%,-9.63%
2025-03-11,300333,兆日科技,Spring,93,3.14%,-9.14%,-25.00%,-12.50%,-25.80%,-25.80%
2025-03-12,300750,宁德时代,LPS,42,4.28%,0.95%,-14.35%,3.71%,-15.15%,-15.15%
2025-03-13,002821,凯莱英,ST,94,4.93%,5.10%,-14.84%,5.57%,-15.64%,-15.64%
2025-03-13,002821,凯莱英,LPS,94,4.93%,5.10%,-14.84%,5.57%,-15.64%,-15.64%
2025-03-14,600741,华域汽车,LPS,59,1.77%,2.68%,-4.91%,6.10%,-5.71%,-5.71%
2025-03-25,002648,卫星化学,Shakeout,65,4.48%,-24.19%,-19.58%,-19.02%,-20.38%,-20.38%
2025-04-01,300760,迈瑞医疗,SC,69,-9.68%,-9.89%,-7.18%,-0.83%,-7.98%,-5.40%
2025-04-07,600104,上汽集团,Spring,5,11.35%,10.34%,18.82%,10.13%,18.02%,18.02%
2025-04-07,000001,平安银行,SC,77,2.15%,2.99%,3.55%,9.35%,2.75%,2.75%
2025-04-07,300750,宁德时代,Shakeout,100,4.08%,7.50%,15.91%,17.95%,15.11%,15.11%
2025-04-07,688981,中芯国际,SC,83,9.52%,7.75%,7.12%,0.67%,6.32%,6.32%
2025-04-07,000001,上证指数,Spring,97,5.37%,6.29%,8.25%,9.33%,7.45%,7.45%
2025-04-07,510300,沪深300ETF华泰柏瑞,SC,85,4.14%,4.87%,6.90%,7.88%,6.10%,6.10%
2025-04-07,300864,南大环境,Spring,95,6.68%,7.23%,12.93%,12.30%,12.13%,12.13%
2025-04-07,001979,招商蛇口,SC,93,5.82%,7.90%,0.88%,-4.94%,0.08%,0.08%
2025-04-07,001979,招商蛇口,Spring,93,5.82%,7.90%,0.88%,-4.94%,0.08%,0.08%
2025-04-07,600406,国电南瑞,SC,97,7.09%,5.99%,4.85%,2.33%,4.05%,4.05%
2025-04-07,600406,国电南瑞,Spring,97,7.09%,5.99%,4.85%,2.33%,4.05%,4.05%
2025-04-07,600036,招商银行,SC,95,1.59%,3.55%,4.82%,8.91%,4.02%,4.02%
2025-04-07,600036,招商银行,Spring,95,1.59%,3.55%,4.82%,8.91%,4.02%,4.02%
2025-04-07,601628,中国人寿,SC,97,3.01%,4.39%,8.79%,14.93%,7.99%,7.99%
2025-04-07,601628,中国人寿,Spring,97,3.01%,4.39%,8.79%,14.93%,7.99%,7.99%
2025-04-07,600741,华域汽车,SC,85,-0.42%,-2.03%,8.24%,6.27%,7.44%,7.44%
2025-04-07,601166,兴业银行,SC,95,3.33%,4.72%,6.95%,17.04%,6.15%,6.15%
2025-04-07,601166,兴业银行,Spring,95,3.33%,4.72%,6.95%,17.04%,6.15%,6.15%
2025-04-07,600436,片仔癀,SC,97,2.46%,3.25%,3.82%,1.65%,3.02%,3.02%
2025-04-07,600436,片仔癀,Spring,97,2.46%,3.25%,3.82%,1.65%,3.02%,3.02%
2025-04-07,603019,中科曙光,Spring,97,10.27%,9.51%,9.71%,13.12%,8.91%,8.91%
2025-04-07,300124,汇川技术,Spring,97,3.03%,2.61%,13.89%,4.06%,13.09%,13.09%
2025-04-07,002415,海康威视,SC,95,2.90%,3.55%,3.69%,4.91%,2.89%,2.89%
2025-04-07,600028,中国石化,SC,97,4.28%,5.20%,5.76%,6.88%,4.96%,4.96%
2025-04-07,600028,中国石化,Spring,97,4.28%,5.20%,5.76%,6.88%,4.96%,4.96%
2025-04-07,000538,云南白药,SC,85,2.98%,4.02%,5.90%,5.07%,5.10%,5.10%
2025-04-07,600760,中航沈飞,SC,97,8.46%,7.18%,17.99%,21.91%,17.19%,17.19%
2025-04-07,600760,中航沈飞,Spring,97,8.46%,7.18%,17.99%,21.91%,17.19%,17.19%
2025-04-07,600862,中航高科,Spring,97,10.00%,8.56%,12.10%,7.68%,11.30%,11.30%
2025-04-07,688111,金山办公,SC,74,8.03%,10.13%,8.96%,2.04%,8.16%,8.16%
2025-04-07,300059,东方财富,SC,95,6.57%,7.04%,10.10%,8.39%,9.30%,9.30%
2025-04-07,603288,海天味业,SC,97,7.25%,7.28%,8.42%,11.15%,7.62%,7.62%
2025-04-07,603288,海天味业,Spring,97,7.25%,7.28%,8.42%,11.15%,7.62%,7.62%
2025-04-07,000703,恒逸石化,SC,97,2.43%,2.61%,5.04%,5.39%,4.24%,4.24%
2025-04-07,000703,恒逸石化,Spring,97,2.43%,2.61%,5.04%,5.39%,4.24%,4.24%
2025-04-07,000858,五 粮 液,SC,95,3.36%,2.81%,3.96%,-1.33%,3.16%,3.16%
2025-04-07,000858,五 粮 液,Spring,95,3.36%,2.81%,3.96%,-1.33%,3.16%,3.16%
2025-04-07,605599,菜百股份,Shakeout,95,8.26%,13.85%,22.74%,52.66%,21.94%,21.94%
2025-04-07,300864,南大环境,Shakeout,95,6.68%,7.23%,12.93%,12.30%,12.13%,12.13%
2025-04-07,600036,招商银行,Shakeout,95,1.59%,3.55%,4.82%,8.91%,4.02%,4.02%
2025-04-07,601166,兴业银行,Shakeout,95,3.33%,4.72%,6.95%,17.04%,6.15%,6.15%
2025-04-07,002415,海康威视,Shakeout,95,2.90%,3.55%,3.69%,4.91%,2.89%,2.89%
2025-04-07,300059,东方财富,Shakeout,95,6.57%,7.04%,10.10%,8.39%,9.30%,9.30%
2025-04-07,002714,牧原股份,Shakeout,88,5.05%,4.44%,2.37%,6.09%,1.57%,1.57%
2025-04-07,600887,伊利股份,Shakeout,95,6.23%,5.40%,7.07%,8.25%,6.27%,6.27%
2025-04-07,001979,招商蛇口,ST,93,5.82%,7.90%,0.88%,-4.94%,0.08%,0.08%
2025-04-07,300332,天壕能源,Shakeout,98,10.46%,9.73%,13.87%,14.11%,13.07%,13.07%
2025-04-07,000688,科创50,SC,59,9.75%,10.31%,11.07%,7.30%,10.27%,10.27%
2025-04-07,000688,科创50,Spring,99,9.75%,10.31%,11.07%,7.30%,10.27%,10.27%
2025-04-07,601318,中国平安,SC,60,1.89%,3.54%,7.00%,9.99%,6.20%,6.20%
2025-04-07,601318,中国平安,Spring,99,1.89%,3.54%,7.00%,9.99%,6.20%,6.20%
2025-04-07,601318,中国平安,Shakeout,98,1.89%,3.54%,7.00%,9.99%,6.20%,6.20%
2025-04-07,000858,五 粮 液,Shakeout,98,3.36%,2.81%,3.96%,-1.33%,3.16%,3.16%
2025-04-07,600893,航发动力,SC,59,8.45%,7.98%,10.98%,11.20%,10.18%,10.18%
2025-04-08,300750,宁德时代,SC,66,4.15%,7.42%,15.61%,14.35%,14.81%,14.81%
2025-04-08,603501,豪威集团,SC,80,7.48%,6.60%,13.54%,12.90%,12.74%,12.74%
2025-04-08,000725,京东方Ａ,SC,68,1.07%,2.67%,3.21%,5.88%,2.41%,2.41%
2025-04-08,600030,中信证券,SC,70,2.49%,2.37%,4.29%,7.88%,3.49%,3.49%
2025-04-08,002230,科大讯飞,SC,79,3.69%,5.59%,10.94%,14.09%,10.14%,10.14%
2025-04-08,601012,隆基绿能,SC,51,1.45%,1.93%,2.75%,-0.28%,1.95%,1.95%
2025-04-08,002956,西麦食品,Shakeout,63,13.33%,16.35%,31.56%,36.52%,30.76%,30.76%
2025-04-09,600732,爱旭股份,Spring,93,-1.80%,1.40%,13.37%,12.08%,12.57%,12.57%
2025-04-09,002466,天齐锂业,SC,74,1.77%,1.92%,9.83%,11.38%,9.03%,9.03%
2025-04-09,002416,爱施德,SC,95,4.14%,4.59%,5.73%,3.93%,4.93%,4.93%
2025-04-09,002594,比亚迪,Spring,92,8.49%,14.60%,14.07%,8.79%,13.27%,13.27%
2025-04-09,603259,药明康德,SC,95,2.17%,9.70%,15.92%,29.38%,15.12%,15.12%
2025-04-09,603259,药明康德,Spring,95,2.17%,9.70%,15.92%,29.38%,15.12%,15.12%
2025-04-09,002648,卫星化学,SC,83,-2.56%,6.09%,14.19%,4.96%,13.39%,13.39%
2025-04-09,300347,泰格医药,SC,59,-2.05%,1.89%,0.36%,19.06%,-0.44%,-0.44%
2025-04-09,002821,凯莱英,SC,97,-0.72%,6.75%,28.97%,50.30%,28.17%,28.17%
2025-04-09,002821,凯莱英,Spring,97,-0.72%,6.75%,28.97%,50.30%,28.17%,28.17%
2025-04-09,002230,科大讯飞,Spring,77,1.84%,3.82%,9.81%,10.50%,9.01%,9.01%
2025-04-09,002416,爱施德,Shakeout,95,4.14%,4.59%,5.73%,3.93%,4.93%,4.93%
2025-04-09,603259,药明康德,Shakeout,95,2.17%,9.70%,15.92%,29.38%,15.12%,15.12%
2025-04-09,002594,比亚迪,Shakeout,92,8.49%,14.60%,14.07%,8.79%,13.27%,13.27%
2025-04-09,000852,中证1000,Spring,95,3.24%,5.88%,9.11%,9.01%,8.31%,8.31%
2025-04-09,000852,中证1000,Shakeout,95,3.24%,5.88%,9.11%,9.01%,8.31%,8.31%
2025-04-09,603903,中持股份,Spring,98,2.85%,7.59%,12.18%,18.67%,11.38%,11.38%
2025-04-09,301166,优宁维,Spring,32,3.15%,5.19%,7.90%,12.39%,7.10%,7.10%
2025-04-09,301166,优宁维,Shakeout,29,3.15%,5.19%,7.90%,12.39%,7.10%,7.10%
2025-04-09,688716,中研股份,Spring,29,4.75%,24.60%,38.06%,20.75%,37.26%,37.26%
2025-04-09,600276,恒瑞医药,Shakeout,90,1.41%,5.95%,5.12%,14.74%,4.32%,4.32%
2025-04-09,601899,紫金矿业,Shakeout,98,11.43%,11.75%,11.24%,14.76%,10.44%,10.44%
2025-04-09,603799,华友钴业,Spring,77,4.87%,14.37%,19.31%,15.32%,18.51%,18.51%
2025-04-09,301098,金埔园林,Spring,73,2.81%,10.31%,15.53%,25.44%,14.73%,14.73%
2025-04-23,600741,华域汽车,Spring,78,8.60%,11.84%,12.20%,10.80%,11.40%,11.40%
2025-04-24,688111,金山办公,ST,84,9.39%,5.48%,-1.42%,-1.26%,-2.22%,-2.22%
2025-04-28,605599,菜百股份,LPS,44,12.36%,12.52%,31.71%,33.66%,30.91%,30.91%
2025-04-28,603288,海天味业,LPS,61,3.27%,4.58%,8.17%,-4.19%,7.37%,7.37%
2025-04-29,002415,海康威视,ST,86,1.81%,2.35%,2.44%,0.99%,1.64%,1.64%
2025-04-30,000001,平安银行,ST,83,2.29%,4.22%,8.25%,16.29%,7.45%,7.45%
2025-04-30,600809,山西汾酒,Spring,82,0.96%,-1.96%,-11.27%,-14.54%,-12.07%,-12.07%
2025-04-30,601816,京沪高铁,LPS,58,2.75%,3.10%,1.20%,-1.38%,0.40%,0.40%
2025-04-30,600036,招商银行,ST,86,7.51%,7.61%,7.93%,14.02%,7.13%,7.13%
2025-05-06,600406,国电南瑞,ST,85,3.00%,2.69%,-2.06%,1.30%,-2.86%,-2.86%
2025-05-06,600406,国电南瑞,LPS,85,3.00%,2.69%,-2.06%,1.30%,-2.86%,-2.86%
2025-05-06,000858,五 粮 液,ST,94,2.70%,-0.28%,-3.82%,-7.96%,-4.62%,-4.62%
2025-05-16,300347,泰格医药,SC,94,12.48%,17.09%,22.36%,38.23%,21.56%,21.56%
2025-05-16,300347,泰格医药,Spring,94,12.48%,17.09%,22.36%,38.23%,21.56%,21.56%
2025-05-16,300347,泰格医药,ST,94,12.48%,17.09%,22.36%,38.23%,21.56%,21.56%
2025-05-28,600030,中信证券,LPS,50,2.99%,4.01%,8.46%,18.17%,7.66%,7.66%
2025-05-29,688111,金山办公,ST,76,0.16%,-5.43%,-4.10%,7.08%,-4.90%,-4.90%
2025-05-29,002714,牧原股份,Spring,81,6.41%,13.24%,9.25%,27.37%,8.45%,8.45%
2025-05-29,601166,兴业银行,LPS,56,4.02%,3.75%,8.87%,7.06%,8.07%,8.07%
2025-05-29,600893,航发动力,Shakeout,95,0.66%,3.23%,4.11%,16.27%,3.31%,3.31%
2025-06-03,600104,上汽集团,Shakeout,100,2.16%,4.65%,4.59%,15.86%,3.79%,3.79%
2025-06-03,603501,豪威集团,Spring,84,1.69%,0.32%,2.47%,0.39%,1.67%,1.67%
2025-06-03,001979,招商蛇口,Spring,94,0.47%,2.21%,0.47%,11.27%,-0.33%,-0.33%
2025-06-03,001979,招商蛇口,ST,94,0.47%,2.21%,0.47%,11.27%,-0.33%,-0.33%
2025-06-03,000725,京东方Ａ,ST,89,2.63%,3.16%,6.34%,9.53%,5.54%,5.54%
2025-06-04,600406,国电南瑞,SC,60,1.88%,3.29%,3.43%,2.59%,2.63%,2.63%
2025-06-05,002648,卫星化学,Spring,93,1.14%,-3.49%,9.04%,17.59%,8.24%,8.24%
2025-06-05,002648,卫星化学,ST,93,1.14%,-3.49%,9.04%,17.59%,8.24%,8.24%
2025-06-09,601899,紫金矿业,Shakeout,89,6.26%,4.51%,11.79%,12.24%,10.99%,10.99%
2025-06-09,601012,隆基绿能,SC,56,1.10%,-1.31%,6.84%,8.98%,6.04%,6.04%
2025-06-09,601012,隆基绿能,ST,84,1.10%,-1.31%,6.84%,8.98%,6.04%,6.04%
2025-06-13,600436,片仔癀,SC,60,-0.71%,-0.47%,-1.70%,0.32%,-2.50%,-2.50%
2025-06-13,000688,科创50,SC,55,-1.55%,1.57%,2.21%,7.26%,1.41%,1.41%
2025-06-16,600809,山西汾酒,SC,62,3.19%,2.42%,5.50%,10.63%,4.70%,4.70%
2025-06-16,000858,五 粮 液,Shakeout,97,0.01%,0.53%,6.04%,7.50%,5.24%,5.24%
2025-06-23,688981,中芯国际,ST,69,4.65%,1.46%,5.66%,9.57%,4.86%,4.86%
2025-06-23,601816,京沪高铁,SC,97,1.05%,0.18%,0.33%,-4.16%,-0.47%,-0.47%
2025-06-23,601816,京沪高铁,Spring,97,1.05%,0.18%,0.33%,-4.16%,-0.47%,-0.47%
2025-06-23,600585,海螺水泥,Spring,83,2.79%,6.62%,18.25%,15.86%,17.45%,17.45%
2025-06-23,300009,安科生物,Spring,81,1.33%,5.93%,14.89%,42.98%,14.09%,14.09%
2025-06-23,600436,片仔癀,ST,94,0.56%,-0.83%,-0.19%,2.14%,-0.99%,-0.99%
2025-06-23,000538,云南白药,Spring,80,1.40%,1.09%,2.09%,3.31%,1.29%,1.29%
2025-06-23,688111,金山办公,Spring,78,6.68%,0.34%,10.60%,15.43%,9.80%,9.80%
2025-06-23,603288,海天味业,ST,91,1.22%,0.42%,1.20%,2.29%,0.40%,0.40%
2025-06-23,603259,药明康德,LPS,62,6.56%,7.00%,26.80%,48.58%,26.00%,26.00%
2025-06-23,300347,泰格医药,LPS,56,6.73%,6.06%,16.03%,39.11%,15.23%,15.23%
2025-06-23,603019,中科曙光,LPS,43,5.64%,2.10%,4.14%,11.79%,3.34%,3.34%
2025-06-23,002821,凯莱英,LPS,57,5.72%,3.52%,15.72%,29.15%,14.92%,14.92%
2025-06-23,002466,天齐锂业,Shakeout,63,5.95%,6.48%,18.72%,47.02%,17.92%,17.92%
2025-06-23,002415,海康威视,Spring,83,1.50%,0.40%,3.00%,9.88%,2.20%,2.20%
2025-06-23,002230,科大讯飞,LPS,52,4.04%,0.89%,4.35%,8.46%,3.55%,3.55%
2025-06-23,002956,西麦食品,Spring,77,10.24%,9.72%,-1.36%,4.13%,-2.17%,-2.17%
2025-06-24,600760,中航沈飞,LPS,60,9.53%,13.38%,24.22%,12.67%,23.42%,23.42%
2025-06-24,002714,牧原股份,LPS,54,1.77%,5.84%,17.36%,13.21%,16.56%,16.56%
2025-06-24,600028,中国石化,Shakeout,67,-0.18%,0.18%,6.35%,0.00%,5.55%,5.55%
2025-07-01,600809,山西汾酒,ST,80,2.96%,2.09%,7.13%,21.69%,6.33%,6.33%
2025-07-04,000688,科创50,ST,94,0.98%,2.31%,5.28%,36.20%,4.48%,4.48%
2025-07-10,002594,比亚迪,SC,66,2.11%,6.69%,-0.46%,-1.71%,-1.26%,-1.26%
2025-07-10,601899,紫金矿业,Shakeout,90,1.22%,6.79%,7.75%,26.70%,6.95%,6.95%
2025-07-15,002648,卫星化学,LPS,47,6.98%,7.27%,10.93%,16.69%,10.13%,10.13%
2025-07-16,300760,迈瑞医疗,Spring,77,6.45%,10.86%,10.17%,11.84%,9.37%,9.37%
2025-07-16,601628,中国人寿,LPS,60,3.35%,6.34%,1.74%,-0.65%,0.94%,0.94%
2025-07-16,000703,恒逸石化,Spring,93,6.02%,6.54%,2.93%,14.29%,2.13%,2.13%
2025-07-17,601816,京沪高铁,ST,94,2.17%,-2.17%,-1.81%,-3.80%,-2.61%,-2.61%
2025-07-18,600406,国电南瑞,ST,81,1.97%,0.05%,0.00%,2.07%,-0.80%,-0.80%
2025-07-21,002956,西麦食品,SC,62,-0.78%,0.15%,5.57%,8.38%,4.77%,4.77%
2025-07-22,601318,中国平安,Shakeout,65,4.92%,4.30%,2.65%,-0.14%,1.85%,1.85%
2025-07-23,002416,爱施德,LPS,57,3.82%,2.91%,6.48%,-1.49%,5.68%,5.68%
2025-07-24,600900,长江电力,SC,54,-3.80%,-3.04%,-3.77%,-5.63%,-4.57%,-4.57%
2025-07-30,605599,菜百股份,Spring,77,1.05%,0.46%,-0.85%,-7.26%,-1.65%,-1.65%
2025-07-31,600436,片仔癀,Shakeout,81,1.07%,1.48%,3.37%,-0.52%,2.57%,2.57%
2025-08-01,002594,比亚迪,SC,58,-1.77%,0.26%,7.81%,1.41%,7.01%,7.01%
2025-08-01,002117,东港股份,LPS,48,4.55%,6.99%,5.73%,-2.95%,4.93%,4.93%
2025-08-01,601166,兴业银行,LPS,45,2.35%,-0.93%,-0.53%,-9.81%,-1.33%,-1.33%
2025-08-04,603501,豪威集团,Spring,82,0.42%,7.55%,21.61%,25.59%,20.81%,20.81%
2025-08-04,510300,沪深300ETF华泰柏瑞,LPS,47,1.20%,4.21%,11.18%,13.87%,10.38%,10.38%
2025-08-04,001979,招商蛇口,LPS,53,2.30%,4.14%,7.59%,14.38%,6.79%,6.79%
2025-08-04,600585,海螺水泥,LPS,54,4.05%,3.15%,3.62%,-0.47%,2.82%,2.82%
2025-08-04,600809,山西汾酒,LPS,56,4.72%,6.50%,12.57%,9.18%,11.77%,11.77%
2025-08-04,600741,华域汽车,LPS,59,3.77%,4.57%,11.71%,16.79%,10.91%,10.91%
2025-08-04,002714,牧原股份,LPS,43,1.83%,0.91%,19.36%,15.44%,18.56%,18.56%
2025-08-04,300760,迈瑞医疗,LPS,49,1.41%,4.11%,8.44%,5.74%,7.64%,7.64%
2025-08-04,600406,国电南瑞,LPS,46,0.55%,-0.46%,-1.32%,3.65%,-2.12%,-2.12%
2025-08-04,600028,中国石化,LPS,46,0.53%,0.53%,0.89%,-4.53%,0.09%,0.09%
2025-08-04,300333,兆日科技,Spring,93,5.06%,8.35%,7.63%,-7.85%,6.83%,6.83%
2025-08-04,002594,比亚迪,Spring,76,0.61%,3.33%,4.60%,3.56%,3.80%,3.80%
2025-08-14,000703,恒逸石化,LPS,54,6.44%,8.81%,14.24%,7.80%,13.44%,13.44%
2025-08-14,603903,中持股份,Spring,98,12.40%,26.34%,53.45%,81.84%,52.65%,52.65%
2025-08-15,000001,平安银行,Spring,100,-0.17%,-0.25%,-2.98%,-3.50%,-3.78%,-3.78%
2025-08-15,601628,中国人寿,Shakeout,82,1.37%,-0.57%,-7.33%,0.99%,-8.13%,-8.13%
2025-08-15,000725,京东方Ａ,Shakeout,89,5.56%,6.82%,5.30%,1.01%,4.50%,4.50%
2025-08-15,002956,西麦食品,ST,70,6.03%,3.51%,5.84%,-7.69%,5.04%,5.04%
2025-08-18,600036,招商银行,Spring,99,0.83%,-3.52%,-2.96%,-3.52%,-3.76%,-3.76%
2025-08-20,601816,京沪高铁,SC,97,0.57%,0.38%,0.38%,-0.19%,-0.42%,-0.42%
2025-08-20,601816,京沪高铁,Spring,97,0.57%,0.38%,0.38%,-0.19%,-0.42%,-0.42%
2025-08-22,600406,国电南瑞,SC,61,-0.50%,-1.97%,2.01%,8.43%,1.21%,1.21%
2025-08-22,000001,平安银行,SC,52,-0.08%,-2.82%,-5.06%,-2.49%,-5.86%,-5.86%
2025-08-28,605599,菜百股份,SC,85,1.12%,0.91%,-2.73%,0.98%,-3.53%,-3.53%
2025-08-28,001979,招商蛇口,LPS,50,0.00%,4.30%,5.74%,4.30%,4.94%,4.94%
2025-08-28,300332,天壕能源,Spring,91,-1.14%,7.59%,6.64%,12.71%,5.84%,5.84%
2025-08-28,301098,金埔园林,Shakeout,81,-2.62%,-0.22%,-4.69%,-0.22%,-5.49%,-5.49%
2025-08-28,002956,西麦食品,ST,80,0.93%,6.07%,-4.30%,-0.37%,-5.10%,-5.10%
2025-08-29,605599,菜百股份,Spring,89,5.02%,4.73%,0.07%,1.65%,-0.73%,-0.73%
2025-09-04,002416,爱施德,Spring,81,0.85%,1.11%,7.50%,6.56%,6.70%,6.70%
2025-09-04,600760,中航沈飞,Spring,94,8.48%,8.13%,31.25%,10.29%,30.45%,30.45%
2025-09-04,600809,山西汾酒,LPS,53,5.39%,1.90%,-4.34%,-5.15%,-5.14%,-5.14%
2025-09-04,002648,卫星化学,LPS,43,3.19%,-2.63%,1.70%,-7.31%,0.90%,0.90%
2025-09-04,600030,中信证券,LPS,43,2.60%,-4.09%,0.41%,-1.89%,-0.39%,-0.39%
2025-09-04,300760,迈瑞医疗,LPS,65,4.97%,2.42%,4.23%,-11.37%,3.43%,3.43%
2025-09-04,600406,国电南瑞,Spring,96,5.21%,4.65%,11.18%,18.84%,10.38%,10.38%
2025-09-04,300333,兆日科技,Spring,91,3.07%,1.65%,-5.83%,-13.24%,-6.63%,-6.63%
2025-09-04,000688,科创50,Shakeout,92,8.07%,12.50%,18.39%,15.38%,17.59%,17.59%
2025-09-04,000001,平安银行,ST,80,0.94%,-2.81%,-2.64%,0.43%,-3.44%,-3.44%
2025-09-05,002714,牧原股份,LPS,51,7.15%,1.27%,-1.12%,-2.10%,-1.92%,-1.92%
2025-09-11,300347,泰格医药,Spring,97,-2.89%,-0.85%,-12.50%,-5.42%,-13.30%,-13.30%
2025-09-11,603259,药明康德,Shakeout,60,2.66%,2.61%,-7.39%,-8.91%,-8.19%,-8.19%
2025-09-11,300009,安科生物,LPS,50,-0.37%,-6.14%,-7.16%,0.74%,-7.96%,-7.96%
2025-09-11,600276,恒瑞医药,Shakeout,95,4.10%,5.83%,-4.67%,-7.89%,-5.47%,-5.47%
2025-09-19,600030,中信证券,Spring,80,1.45%,3.14%,5.93%,-3.25%,5.13%,5.13%
2025-09-22,600900,长江电力,ST,98,0.66%,3.21%,4.94%,3.36%,4.14%,4.14%
2025-09-22,600900,长江电力,Spring,92,0.66%,3.21%,4.94%,3.36%,4.14%,4.14%
2025-09-23,600585,海螺水泥,Spring,78,1.52%,7.07%,2.31%,-0.19%,1.51%,1.51%
2025-09-23,300864,南大环境,Spring,84,2.45%,2.91%,4.23%,2.80%,3.43%,3.43%
2025-09-23,002648,卫星化学,Spring,85,4.20%,0.11%,-3.56%,-9.86%,-4.36%,-4.36%
2025-09-23,601628,中国人寿,Spring,78,4.45%,7.25%,19.82%,15.27%,19.02%,19.02%
2025-09-23,600732,爱旭股份,LPS,40,12.30%,20.45%,11.62%,-9.99%,10.82%,10.82%
2025-09-23,600028,中国石化,Spring,83,-1.31%,0.56%,2.99%,7.09%,2.19%,2.19%
2025-09-23,000703,恒逸石化,LPS,48,2.50%,3.28%,7.49%,6.24%,6.69%,6.69%
2025-09-23,301166,优宁维,Spring,99,2.51%,1.99%,3.31%,5.43%,2.51%,2.51%
2025-09-23,301098,金埔园林,Spring,83,3.72%,5.47%,4.42%,4.42%,3.62%,3.62%
2025-09-24,600104,上汽集团,SC,81,-0.79%,-4.93%,-5.15%,-15.86%,-5.95%,-5.95%
2025-09-24,601688,华泰证券,Spring,77,14.23%,12.44%,16.01%,7.09%,15.21%,15.21%
2025-09-24,002594,比亚迪,LPS,51,4.63%,1.18%,-1.99%,-10.80%,-2.79%,-2.79%
2025-09-26,605599,菜百股份,ST,77,4.08%,2.44%,1.58%,9.53%,0.78%,0.78%
2025-09-29,000001,平安银行,Spring,80,1.76%,2.62%,4.06%,4.51%,3.26%,3.26%
2025-09-29,300009,安科生物,Spring,77,1.80%,3.40%,8.40%,-1.50%,7.60%,7.60%
2025-10-09,002714,牧原股份,Spring,95,-1.18%,-6.22%,-5.18%,-5.74%,-5.98%,-5.98%
2025-10-09,601318,中国平安,Spring,91,5.41%,6.74%,8.77%,8.13%,7.97%,7.97%
2025-10-13,600036,招商银行,Spring,85,3.27%,3.69%,6.51%,7.65%,5.71%,5.71%
2025-10-13,601166,兴业银行,ST,87,2.84%,3.71%,7.51%,5.99%,6.71%,6.71%
2025-10-13,601816,京沪高铁,Spring,89,1.57%,3.11%,4.49%,2.72%,3.69%,3.69%
2025-10-13,601816,京沪高铁,ST,89,1.57%,3.11%,4.49%,2.72%,3.69%,3.69%
2025-10-13,002956,西麦食品,Spring,75,1.83%,8.12%,22.51%,25.18%,21.71%,21.71%
2025-10-15,603259,药明康德,Spring,93,1.45%,6.62%,-7.15%,-6.75%,-7.95%,-7.95%
2025-10-17,002117,东港股份,Spring,88,3.38%,6.11%,9.85%,24.27%,9.05%,9.05%
2025-10-17,300059,东方财富,Spring,87,4.18%,2.57%,-1.29%,-7.40%,-2.09%,-2.09%
2025-10-20,603501,豪威集团,LPS,46,4.85%,1.86%,-4.62%,-1.92%,-5.42%,-5.42%
2025-10-20,600741,华域汽车,Spring,85,2.42%,3.87%,4.23%,2.53%,3.43%,3.43%
2025-10-23,300347,泰格医药,Spring,78,12.27%,11.51%,-3.69%,-4.41%,-4.49%,-4.49%
2025-10-23,600406,国电南瑞,LPS,53,5.78%,10.17%,-0.96%,-0.48%,-1.76%,-1.76%
2025-10-23,601688,华泰证券,LPS,54,5.86%,4.51%,0.47%,7.53%,-0.33%,-0.33%
2025-10-23,002230,科大讯飞,LPS,46,4.19%,3.38%,-3.38%,-6.15%,-4.18%,-4.18%
2025-10-27,600809,山西汾酒,Spring,96,4.46%,7.65%,4.08%,-3.62%,3.28%,3.28%
2025-10-27,600862,中航高科,SC,62,-1.54%,-1.58%,-5.05%,-2.68%,-5.85%,-5.85%
2025-10-28,600732,爱旭股份,LPS,47,5.02%,12.17%,-9.77%,-12.98%,-10.57%,-10.57%
2025-10-29,600436,片仔癀,SC,73,-1.83%,1.91%,-1.74%,-5.04%,-2.54%,-2.54%
2025-10-31,002821,凯莱英,SC,70,-2.96%,-2.83%,-5.44%,-2.95%,-6.24%,-6.24%
2025-10-31,000858,五 粮 液,Spring,97,-1.88%,1.03%,-0.96%,-5.59%,-1.76%,-1.76%
2025-10-31,000001,平安银行,LPS,57,2.03%,3.80%,2.56%,1.94%,1.76%,1.76%
2025-11-03,605599,菜百股份,Shakeout,81,6.63%,3.67%,7.83%,13.33%,7.03%,7.03%
2025-11-05,601816,京沪高铁,ST,60,1.54%,-1.54%,0.00%,-0.96%,-0.80%,-0.80%
2025-11-05,603288,海天味业,Spring,81,2.04%,0.29%,-3.40%,-1.78%,-4.20%,-4.20%
2025-11-05,600585,海螺水泥,LPS,51,1.95%,-0.26%,-1.17%,-5.16%,-1.97%,-1.97%
2025-11-05,601628,中国人寿,LPS,56,3.58%,2.88%,0.00%,5.67%,-0.80%,-0.80%
